日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2019-01-29,股票,深康佳A(000016.XSHE),多,3000股,3000股,3.28,9840,120,3.24,-,0,-270,0股,1.23%,108508,9.07%
2019-01-29,股票,华菱钢铁(000932.XSHE),多,1600股,1600股,7.02,11232,1504,6.08,-,0,480,0股,15.46%,108508,10.35%
2019-01-29,股票,新钢股份(600782.XSHG),多,1900股,1900股,5.63,10697,1007,5.1,-,0,741,0股,10.39%,108508,9.86%
2019-01-29,股票,韶钢松山(000717.XSHE),多,2100股,2100股,5.06,10626,1008,4.58,-,0,315,0股,10.48%,108508,9.79%
2019-01-29,股票,长园集团(600525.XSHG),多,2300股,2300股,4.28,9844,-161,4.35,-,0,-161,0股,-1.61%,108508,9.07%
2019-01-29,股票,南钢股份(600282.XSHG),多,2900股,2900股,3.61,10469,522,3.43,-,0,145,0股,5.25%,108508,9.65%
2019-01-29,股票,光明地产(600708.XSHG),多,2800股,2800股,3.68,10304,504,3.5,-,0,28,0股,5.14%,108508,9.5%
2019-01-29,股票,安阳钢铁(600569.XSHG),多,3200股,3200股,3.18,10176,448,3.04,-,0,96,0股,4.61%,108508,9.38%
2019-01-29,股票,兰州民百(600738.XSHG),多,1700股,1700股,7.09,12053,2584,5.57,-,0,-85,0股,27.29%,108508,11.11%
2019-01-29,股票,三钢闽光(002110.XSHE),多,700股,700股,14.3,10010,1022,12.84,-,0,224,0股,11.37%,108508,9.23%
2019-01-29,,Cash,,,,,3257,,,,,,,,0
2019-01-30,股票,深康佳A(000016.XSHE),多,3000股,3000股,3.29,9870,150,3.24,-,0,30,0股,1.54%,108027,9.14%
2019-01-30,股票,华菱钢铁(000932.XSHE),多,1600股,1600股,7.13,11408,1680,6.08,-,0,176,0股,17.27%,108027,10.56%
2019-01-30,股票,新钢股份(600782.XSHG),多,1900股,1900股,5.51,10469,779,5.1,-,0,-228,0股,8.04%,108027,9.69%
2019-01-30,股票,韶钢松山(000717.XSHE),多,2100股,2100股,4.94,10374,756,4.58,-,0,-252,0股,7.86%,108027,9.6%
2019-01-30,股票,长园集团(600525.XSHG),多,2300股,2300股,4.14,9522,-483,4.35,-,0,-322,0股,-4.83%,108027,8.81%
2019-01-30,股票,南钢股份(600282.XSHG),多,2900股,2900股,3.58,10382,435,3.43,-,0,-87,0股,4.37%,108027,9.61%
2019-01-30,股票,光明地产(600708.XSHG),多,2800股,2800股,3.73,10444,644,3.5,-,0,140,0股,6.57%,108027,9.67%
2019-01-30,股票,安阳钢铁(600569.XSHG),多,3200股,3200股,3.15,10080,352,3.04,-,0,-96,0股,3.62%,108027,9.33%
2019-01-30,股票,兰州民百(600738.XSHG),多,1700股,1700股,7.15,12155,2686,5.57,-,0,102,0股,28.37%,108027,11.25%
2019-01-30,股票,三钢闽光(002110.XSHE),多,700股,700股,14.38,10066,1078,12.84,-,0,56,0股,11.99%,108027,9.32%
2019-01-30,,Cash,,,,,3257,,,,,,,,0
2019-01-31,股票,深康佳A(000016.XSHE),多,3000股,3000股,3.27,9810,90,3.24,-,0,-60,0股,0.93%,107042,9.16%
2019-01-31,股票,华菱钢铁(000932.XSHE),多,1600股,1600股,6.92,11072,1344,6.08,-,0,-336,0股,13.82%,107042,10.34%
2019-01-31,股票,新钢股份(600782.XSHG),多,1900股,1900股,5.43,10317,627,5.1,-,0,-152,0股,6.47%,107042,9.64%
2019-01-31,股票,韶钢松山(000717.XSHE),多,2100股,2100股,4.86,10206,588,4.58,-,0,-168,0股,6.11%,107042,9.53%
2019-01-31,股票,长园集团(600525.XSHG),多,2300股,2300股,4.26,9798,-207,4.35,-,0,276,0股,-2.07%,107042,9.15%
2019-01-31,股票,南钢股份(600282.XSHG),多,2900股,2900股,3.53,10237,290,3.43,-,0,-145,0股,2.92%,107042,9.56%
2019-01-31,股票,光明地产(600708.XSHG),多,2800股,2800股,3.67,10276,476,3.5,-,0,-168,0股,4.86%,107042,9.6%
2019-01-31,股票,安阳钢铁(600569.XSHG),多,3200股,3200股,3.13,10016,288,3.04,-,0,-64,0股,2.96%,107042,9.36%
2019-01-31,股票,兰州民百(600738.XSHG),多,1700股,1700股,7.15,12155,2686,5.57,-,0,0,0股,28.37%,107042,11.36%
2019-01-31,股票,三钢闽光(002110.XSHE),多,700股,700股,14.14,9898,910,12.84,-,0,-168,0股,10.12%,107042,9.25%
2019-01-31,,Cash,,,,,3257,,,,,,,,0
2019-02-01,股票,深康佳A(000016.XSHE),多,3600股,3000股,3.35,12060,372,3.247,-,0,282,600股,3.18%,108547.49,11.11%
2019-02-01,股票,华菱钢铁(000932.XSHE),多,1700股,1600股,7.04,11968,1546,6.131,-,0,202,100股,14.83%,108547.49,11.03%
2019-02-01,股票,新钢股份(600782.XSHG),多,2100股,1900股,5.5,11550,764,5.136,-,0,137,200股,7.08%,108547.49,10.64%
2019-02-01,股票,韶钢松山(000717.XSHE),多,2400股,2100股,4.96,11904,819,4.619,-,0,231,300股,7.39%,108547.49,10.97%
2019-02-01,股票,长园集团(600525.XSHG),多,2800股,2300股,4.35,12180,65,4.327,-,0,272,500股,0.54%,108547.49,11.22%
2019-02-01,股票,南钢股份(600282.XSHG),多,3300股,2900股,3.58,11814,443,3.446,-,0,153,400股,3.9%,108547.49,10.88%
2019-02-01,股票,安阳钢铁(600569.XSHG),多,3700股,3200股,3.18,11766,468,3.054,-,0,180,500股,4.14%,108547.49,10.84%
2019-02-01,股票,方大集团(000055.XSHE),多,2300股,0股,5.04,11592,-92,5.08,-,0,-92,2300股,-0.79%,108547.49,10.68%
2019-02-01,股票,广宇发展(000537.XSHE),多,1700股,0股,7.03,11951,51,7,-,0,51,1700股,0.43%,108547.49,11.01%
2019-02-01,,Cash,,,,,1762.49,,,,,,,,0
2019-02-11,股票,深康佳A(000016.XSHE),多,3600股,3600股,3.46,12456,768,3.247,-,0,396,0股,6.57%,111475.49,11.17%
2019-02-11,股票,华菱钢铁(000932.XSHE),多,1700股,1700股,7.18,12206,1784,6.131,-,0,238,0股,17.12%,111475.49,10.95%
2019-02-11,股票,新钢股份(600782.XSHG),多,2100股,2100股,5.6,11760,974,5.136,-,0,210,0股,9.03%,111475.49,10.55%
2019-02-11,股票,韶钢松山(000717.XSHE),多,2400股,2400股,5.08,12192,1107,4.619,-,0,288,0股,9.99%,111475.49,10.94%
2019-02-11,股票,长园集团(600525.XSHG),多,2800股,2800股,4.51,12628,513,4.327,-,0,448,0股,4.23%,111475.49,11.33%
2019-02-11,股票,南钢股份(600282.XSHG),多,3300股,3300股,3.65,12045,674,3.446,-,0,231,0股,5.93%,111475.49,10.81%
2019-02-11,股票,安阳钢铁(600569.XSHG),多,3700股,3700股,3.25,12025,727,3.054,-,0,259,0股,6.43%,111475.49,10.79%
2019-02-11,股票,方大集团(000055.XSHE),多,2300股,2300股,5.28,12144,460,5.08,-,0,552,0股,3.94%,111475.49,10.89%
2019-02-11,股票,广宇发展(000537.XSHE),多,1700股,1700股,7.21,12257,357,7,-,0,306,0股,3%,111475.49,11%
2019-02-11,,Cash,,,,,1762.49,,,,,,,,0
2019-02-12,股票,深康佳A(000016.XSHE),多,3600股,3600股,3.53,12708,1020,3.247,-,0,252,0股,8.73%,112720.49,11.27%
2019-02-12,股票,华菱钢铁(000932.XSHE),多,1700股,1700股,7.14,12138,1716,6.131,-,0,-68,0股,16.47%,112720.49,10.77%
2019-02-12,股票,新钢股份(600782.XSHG),多,2100股,2100股,5.56,11676,890,5.136,-,0,-84,0股,8.25%,112720.49,10.36%
2019-02-12,股票,韶钢松山(000717.XSHE),多,2400股,2400股,5.15,12360,1275,4.619,-,0,168,0股,11.5%,112720.49,10.97%
2019-02-12,股票,长园集团(600525.XSHG),多,2800股,2800股,4.7,13160,1045,4.327,-,0,532,0股,8.63%,112720.49,11.67%
2019-02-12,股票,南钢股份(600282.XSHG),多,3300股,3300股,3.66,12078,707,3.446,-,0,33,0股,6.22%,112720.49,10.71%
2019-02-12,股票,安阳钢铁(600569.XSHG),多,3700股,3700股,3.28,12136,838,3.054,-,0,111,0股,7.42%,112720.49,10.77%
2019-02-12,股票,方大集团(000055.XSHE),多,2300股,2300股,5.3,12190,506,5.08,-,0,46,0股,4.33%,112720.49,10.81%
2019-02-12,股票,广宇发展(000537.XSHE),多,1700股,1700股,7.36,12512,612,7,-,0,255,0股,5.14%,112720.49,11.1%
2019-02-12,,Cash,,,,,1762.49,,,,,,,,0
2019-02-13,股票,深康佳A(000016.XSHE),多,3600股,3600股,3.68,13248,1560,3.247,-,0,540,0股,13.35%,114816.49,11.54%
2019-02-13,股票,华菱钢铁(000932.XSHE),多,1700股,1700股,7.27,12359,1937,6.131,-,0,221,0股,18.59%,114816.49,10.76%
2019-02-13,股票,新钢股份(600782.XSHG),多,2100股,2100股,5.64,11844,1058,5.136,-,0,168,0股,9.81%,114816.49,10.32%
2019-02-13,股票,韶钢松山(000717.XSHE),多,2400股,2400股,5.26,12624,1539,4.619,-,0,264,0股,13.88%,114816.49,10.99%
2019-02-13,股票,长园集团(600525.XSHG),多,2800股,2800股,4.75,13300,1185,4.327,-,0,140,0股,9.78%,114816.49,11.58%
2019-02-13,股票,南钢股份(600282.XSHG),多,3300股,3300股,3.73,12309,938,3.446,-,0,231,0股,8.25%,114816.49,10.72%
2019-02-13,股票,安阳钢铁(600569.XSHG),多,3700股,3700股,3.31,12247,949,3.054,-,0,111,0股,8.4%,114816.49,10.67%
2019-02-13,股票,方大集团(000055.XSHE),多,2300股,2300股,5.35,12305,621,5.08,-,0,115,0股,5.31%,114816.49,10.72%
2019-02-13,股票,广宇发展(000537.XSHE),多,1700股,1700股,7.54,12818,918,7,-,0,306,0股,7.71%,114816.49,11.16%
2019-02-13,,Cash,,,,,1762.49,,,,,,,,0
2019-02-14,股票,深康佳A(000016.XSHE),多,3600股,3600股,3.63,13068,1380,3.247,-,0,-180,0股,11.81%,115053.49,11.36%
2019-02-14,股票,华菱钢铁(000932.XSHE),多,1700股,1700股,7.21,12257,1835,6.131,-,0,-102,0股,17.61%,115053.49,10.65%
2019-02-14,股票,新钢股份(600782.XSHG),多,2100股,2100股,5.6,11760,974,5.136,-,0,-84,0股,9.03%,115053.49,10.22%
2019-02-14,股票,韶钢松山(000717.XSHE),多,2400股,2400股,5.26,12624,1539,4.619,-,0,0,0股,13.88%,115053.49,10.97%
2019-02-14,股票,长园集团(600525.XSHG),多,2800股,2800股,4.85,13580,1465,4.327,-,0,280,0股,12.09%,115053.49,11.8%
2019-02-14,股票,南钢股份(600282.XSHG),多,3300股,3300股,3.72,12276,905,3.446,-,0,-33,0股,7.96%,115053.49,10.67%
2019-02-14,股票,安阳钢铁(600569.XSHG),多,3700股,3700股,3.28,12136,838,3.054,-,0,-111,0股,7.42%,115053.49,10.55%
2019-02-14,股票,方大集团(000055.XSHE),多,2300股,2300股,5.59,12857,1173,5.08,-,0,552,0股,10.04%,115053.49,11.17%
2019-02-14,股票,广宇发展(000537.XSHE),多,1700股,1700股,7.49,12733,833,7,-,0,-85,0股,7%,115053.49,11.07%
2019-02-14,,Cash,,,,,1762.49,,,,,,,,0
2019-02-15,股票,深康佳A(000016.XSHE),多,3600股,3600股,3.58,12888,1200,3.247,-,0,-180,0股,10.27%,114330.49,11.27%
2019-02-15,股票,华菱钢铁(000932.XSHE),多,1700股,1700股,7.06,12002,1580,6.131,-,0,-255,0股,15.16%,114330.49,10.5%
2019-02-15,股票,新钢股份(600782.XSHG),多,2100股,2100股,5.52,11592,806,5.136,-,0,-168,0股,7.47%,114330.49,10.14%
2019-02-15,股票,韶钢松山(000717.XSHE),多,2400股,2400股,5.12,12288,1203,4.619,-,0,-336,0股,10.85%,114330.49,10.75%
2019-02-15,股票,长园集团(600525.XSHG),多,2800股,2800股,5.05,14140,2025,4.327,-,0,560,0股,16.71%,114330.49,12.37%
2019-02-15,股票,南钢股份(600282.XSHG),多,3300股,3300股,3.69,12177,806,3.446,-,0,-99,0股,7.09%,114330.49,10.65%
2019-02-15,股票,安阳钢铁(600569.XSHG),多,3700股,3700股,3.23,11951,653,3.054,-,0,-185,0股,5.78%,114330.49,10.45%
2019-02-15,股票,方大集团(000055.XSHE),多,2300股,2300股,5.66,13018,1334,5.08,-,0,161,0股,11.42%,114330.49,11.39%
2019-02-15,股票,广宇发展(000537.XSHE),多,1700股,1700股,7.36,12512,612,7,-,0,-221,0股,5.14%,114330.49,10.94%
2019-02-15,,Cash,,,,,1762.49,,,,,,,,0
2019-02-18,股票,深康佳A(000016.XSHE),多,3600股,3600股,3.69,13284,1596,3.247,-,0,396,0股,13.66%,118688.49,11.19%
2019-02-18,股票,华菱钢铁(000932.XSHE),多,1700股,1700股,7.24,12308,1886,6.131,-,0,306,0股,18.1%,118688.49,10.37%
2019-02-18,股票,新钢股份(600782.XSHG),多,2100股,2100股,5.64,11844,1058,5.136,-,0,252,0股,9.81%,118688.49,9.98%
2019-02-18,股票,韶钢松山(000717.XSHE),多,2400股,2400股,5.32,12768,1683,4.619,-,0,480,0股,15.18%,118688.49,10.76%
2019-02-18,股票,长园集团(600525.XSHG),多,2800股,2800股,5.56,15568,3453,4.327,-,0,1428,0股,28.5%,118688.49,13.12%
2019-02-18,股票,南钢股份(600282.XSHG),多,3300股,3300股,3.78,12474,1103,3.446,-,0,297,0股,9.7%,118688.49,10.51%
2019-02-18,股票,安阳钢铁(600569.XSHG),多,3700股,3700股,3.32,12284,986,3.054,-,0,333,0股,8.73%,118688.49,10.35%
2019-02-18,股票,方大集团(000055.XSHE),多,2300股,2300股,5.8,13340,1656,5.08,-,0,322,0股,14.17%,118688.49,11.24%
2019-02-18,股票,广宇发展(000537.XSHE),多,1700股,1700股,7.68,13056,1156,7,-,0,544,0股,9.71%,118688.49,11%
2019-02-18,,Cash,,,,,1762.49,,,,,,,,0
2019-02-19,股票,深康佳A(000016.XSHE),多,3600股,3600股,3.83,13788,2100,3.247,-,0,504,0股,17.97%,121698.49,11.33%
2019-02-19,股票,华菱钢铁(000932.XSHE),多,1700股,1700股,7.15,12155,1733,6.131,-,0,-153,0股,16.63%,121698.49,9.99%
2019-02-19,股票,新钢股份(600782.XSHG),多,2100股,2100股,5.62,11802,1016,5.136,-,0,-42,0股,9.42%,121698.49,9.7%
2019-02-19,股票,韶钢松山(000717.XSHE),多,2400股,2400股,5.5,13200,2115,4.619,-,0,432,0股,19.08%,121698.49,10.85%
2019-02-19,股票,长园集团(600525.XSHG),多,2800股,2800股,6.12,17136,5021,4.327,-,0,1568,0股,41.44%,121698.49,14.08%
2019-02-19,股票,南钢股份(600282.XSHG),多,3300股,3300股,3.8,12540,1169,3.446,-,0,66,0股,10.28%,121698.49,10.3%
2019-02-19,股票,安阳钢铁(600569.XSHG),多,3700股,3700股,3.33,12321,1023,3.054,-,0,37,0股,9.05%,121698.49,10.12%
2019-02-19,股票,方大集团(000055.XSHE),多,2300股,2300股,6.06,13938,2254,5.08,-,0,598,0股,19.29%,121698.49,11.45%
2019-02-19,股票,广宇发展(000537.XSHE),多,1700股,1700股,7.68,13056,1156,7,-,0,0,0股,9.71%,121698.49,10.73%
2019-02-19,,Cash,,,,,1762.49,,,,,,,,0
2019-02-20,股票,深康佳A(000016.XSHE),多,3600股,3600股,3.83,13788,2100,3.247,-,0,0,0股,17.97%,122319.49,11.27%
2019-02-20,股票,华菱钢铁(000932.XSHE),多,1700股,1700股,7.18,12206,1784,6.131,-,0,51,0股,17.12%,122319.49,9.98%
2019-02-20,股票,新钢股份(600782.XSHG),多,2100股,2100股,5.64,11844,1058,5.136,-,0,42,0股,9.81%,122319.49,9.68%
2019-02-20,股票,韶钢松山(000717.XSHE),多,2400股,2400股,5.55,13320,2235,4.619,-,0,120,0股,20.16%,122319.49,10.89%
2019-02-20,股票,长园集团(600525.XSHG),多,2800股,2800股,6.2,17360,5245,4.327,-,0,224,0股,43.29%,122319.49,14.19%
2019-02-20,股票,南钢股份(600282.XSHG),多,3300股,3300股,3.83,12639,1268,3.446,-,0,99,0股,11.15%,122319.49,10.33%
2019-02-20,股票,安阳钢铁(600569.XSHG),多,3700股,3700股,3.36,12432,1134,3.054,-,0,111,0股,10.04%,122319.49,10.16%
2019-02-20,股票,方大集团(000055.XSHE),多,2300股,2300股,5.96,13708,2024,5.08,-,0,-230,0股,17.32%,122319.49,11.21%
2019-02-20,股票,广宇发展(000537.XSHE),多,1700股,1700股,7.8,13260,1360,7,-,0,204,0股,11.43%,122319.49,10.84%
2019-02-20,,Cash,,,,,1762.49,,,,,,,,0
2019-02-21,股票,深康佳A(000016.XSHE),多,3600股,3600股,3.72,13392,1704,3.247,-,0,-396,0股,14.58%,119921.49,11.17%
2019-02-21,股票,华菱钢铁(000932.XSHE),多,1700股,1700股,7.08,12036,1614,6.131,-,0,-170,0股,15.49%,119921.49,10.04%
2019-02-21,股票,新钢股份(600782.XSHG),多,2100股,2100股,5.55,11655,869,5.136,-,0,-189,0股,8.06%,119921.49,9.72%
2019-02-21,股票,韶钢松山(000717.XSHE),多,2400股,2400股,5.43,13032,1947,4.619,-,0,-288,0股,17.56%,119921.49,10.87%
2019-02-21,股票,长园集团(600525.XSHG),多,2800股,2800股,5.98,16744,4629,4.327,-,0,-616,0股,38.21%,119921.49,13.96%
2019-02-21,股票,南钢股份(600282.XSHG),多,3300股,3300股,3.77,12441,1070,3.446,-,0,-198,0股,9.41%,119921.49,10.37%
2019-02-21,股票,安阳钢铁(600569.XSHG),多,3700股,3700股,3.32,12284,986,3.054,-,0,-148,0股,8.73%,119921.49,10.24%
2019-02-21,股票,方大集团(000055.XSHE),多,2300股,2300股,5.9,13570,1886,5.08,-,0,-138,0股,16.14%,119921.49,11.32%
2019-02-21,股票,广宇发展(000537.XSHE),多,1700股,1700股,7.65,13005,1105,7,-,0,-255,0股,9.29%,119921.49,10.84%
2019-02-21,,Cash,,,,,1762.49,,,,,,,,0
2019-02-22,股票,深康佳A(000016.XSHE),多,3600股,3600股,3.79,13644,1956,3.247,-,0,252,0股,16.74%,122252.49,11.16%
2019-02-22,股票,华菱钢铁(000932.XSHE),多,1700股,1700股,7.18,12206,1784,6.131,-,0,170,0股,17.12%,122252.49,9.98%
2019-02-22,股票,新钢股份(600782.XSHG),多,2100股,2100股,5.65,11865,1079,5.136,-,0,210,0股,10%,122252.49,9.71%
2019-02-22,股票,韶钢松山(000717.XSHE),多,2400股,2400股,5.53,13272,2187,4.619,-,0,240,0股,19.73%,122252.49,10.86%
2019-02-22,股票,长园集团(600525.XSHG),多,2800股,2800股,6.08,17024,4909,4.327,-,0,280,0股,40.52%,122252.49,13.93%
2019-02-22,股票,南钢股份(600282.XSHG),多,3300股,3300股,3.78,12474,1103,3.446,-,0,33,0股,9.7%,122252.49,10.2%
2019-02-22,股票,安阳钢铁(600569.XSHG),多,3700股,3700股,3.36,12432,1134,3.054,-,0,148,0股,10.04%,122252.49,10.17%
2019-02-22,股票,方大集团(000055.XSHE),多,2300股,2300股,6.26,14398,2714,5.08,-,0,828,0股,23.23%,122252.49,11.78%
2019-02-22,股票,广宇发展(000537.XSHE),多,1700股,1700股,7.75,13175,1275,7,-,0,170,0股,10.71%,122252.49,10.78%
2019-02-22,,Cash,,,,,1762.49,,,,,,,,0
2019-02-25,股票,深康佳A(000016.XSHE),多,3600股,3600股,3.94,14184,2496,3.247,-,0,540,0股,21.36%,129044.49,10.99%
2019-02-25,股票,华菱钢铁(000932.XSHE),多,1700股,1700股,7.56,12852,2430,6.131,-,0,646,0股,23.32%,129044.49,9.96%
2019-02-25,股票,新钢股份(600782.XSHG),多,2100股,2100股,5.88,12348,1562,5.136,-,0,483,0股,14.48%,129044.49,9.57%
2019-02-25,股票,韶钢松山(000717.XSHE),多,2400股,2400股,5.8,13920,2835,4.619,-,0,648,0股,25.58%,129044.49,10.79%
2019-02-25,股票,长园集团(600525.XSHG),多,2800股,2800股,6.69,18732,6617,4.327,-,0,1708,0股,54.62%,129044.49,14.52%
2019-02-25,股票,南钢股份(600282.XSHG),多,3300股,3300股,3.94,13002,1631,3.446,-,0,528,0股,14.34%,129044.49,10.08%
2019-02-25,股票,安阳钢铁(600569.XSHG),多,3700股,3700股,3.55,13135,1837,3.054,-,0,703,0股,16.26%,129044.49,10.18%
2019-02-25,股票,方大集团(000055.XSHE),多,2300股,2300股,6.61,15203,3519,5.08,-,0,805,0股,30.12%,129044.49,11.78%
2019-02-25,股票,广宇发展(000537.XSHE),多,1700股,1700股,8.18,13906,2006,7,-,0,731,0股,16.86%,129044.49,10.78%
2019-02-25,,Cash,,,,,1762.49,,,,,,,,0
2019-02-26,股票,深康佳A(000016.XSHE),多,3600股,3600股,4.24,15264,3576,3.247,-,0,1080,0股,30.6%,131168.49,11.64%
2019-02-26,股票,华菱钢铁(000932.XSHE),多,1700股,1700股,7.7,13090,2668,6.131,-,0,238,0股,25.6%,131168.49,9.98%
2019-02-26,股票,新钢股份(600782.XSHG),多,2100股,2100股,6.01,12621,1835,5.136,-,0,273,0股,17.01%,131168.49,9.62%
2019-02-26,股票,韶钢松山(000717.XSHE),多,2400股,2400股,5.89,14136,3051,4.619,-,0,216,0股,27.52%,131168.49,10.78%
2019-02-26,股票,长园集团(600525.XSHG),多,2800股,2800股,6.7,18760,6645,4.327,-,0,28,0股,54.85%,131168.49,14.3%
2019-02-26,股票,南钢股份(600282.XSHG),多,3300股,3300股,4.02,13266,1895,3.446,-,0,264,0股,16.67%,131168.49,10.11%
2019-02-26,股票,安阳钢铁(600569.XSHG),多,3700股,3700股,3.62,13394,2096,3.054,-,0,259,0股,18.55%,131168.49,10.21%
2019-02-26,股票,方大集团(000055.XSHE),多,2300股,2300股,6.39,14697,3013,5.08,-,0,-506,0股,25.79%,131168.49,11.2%
2019-02-26,股票,广宇发展(000537.XSHE),多,1700股,1700股,8.34,14178,2278,7,-,0,272,0股,19.14%,131168.49,10.81%
2019-02-26,,Cash,,,,,1762.49,,,,,,,,0
2019-02-27,股票,深康佳A(000016.XSHE),多,3600股,3600股,4.36,15696,4008,3.247,-,0,432,0股,34.29%,132144.49,11.88%
2019-02-27,股票,华菱钢铁(000932.XSHE),多,1700股,1700股,7.65,13005,2583,6.131,-,0,-85,0股,24.78%,132144.49,9.84%
2019-02-27,股票,新钢股份(600782.XSHG),多,2100股,2100股,5.92,12432,1646,5.136,-,0,-189,0股,15.26%,132144.49,9.41%
2019-02-27,股票,韶钢松山(000717.XSHE),多,2400股,2400股,5.8,13920,2835,4.619,-,0,-216,0股,25.58%,132144.49,10.53%
2019-02-27,股票,长园集团(600525.XSHG),多,2800股,2800股,7.08,19824,7709,4.327,-,0,1064,0股,63.63%,132144.49,15%
2019-02-27,股票,南钢股份(600282.XSHG),多,3300股,3300股,4,13200,1829,3.446,-,0,-66,0股,16.08%,132144.49,9.99%
2019-02-27,股票,安阳钢铁(600569.XSHG),多,3700股,3700股,3.57,13209,1911,3.054,-,0,-185,0股,16.91%,132144.49,10%
2019-02-27,股票,方大集团(000055.XSHE),多,2300股,2300股,6.22,14306,2622,5.08,-,0,-391,0股,22.44%,132144.49,10.83%
2019-02-27,股票,广宇发展(000537.XSHE),多,1700股,1700股,8.7,14790,2890,7,-,0,612,0股,24.29%,132144.49,11.19%
2019-02-27,,Cash,,,,,1762.49,,,,,,,,0
2019-02-28,股票,深康佳A(000016.XSHE),多,3600股,3600股,4.26,15336,3648,3.247,-,0,-360,0股,31.21%,131886.49,11.63%
2019-02-28,股票,华菱钢铁(000932.XSHE),多,1700股,1700股,7.73,13141,2719,6.131,-,0,136,0股,26.09%,131886.49,9.96%
2019-02-28,股票,新钢股份(600782.XSHG),多,2100股,2100股,6.02,12642,1856,5.136,-,0,210,0股,17.21%,131886.49,9.59%
2019-02-28,股票,韶钢松山(000717.XSHE),多,2400股,2400股,5.84,14016,2931,4.619,-,0,96,0股,26.44%,131886.49,10.63%
2019-02-28,股票,长园集团(600525.XSHG),多,2800股,2800股,6.85,19180,7065,4.327,-,0,-644,0股,58.32%,131886.49,14.54%
2019-02-28,股票,南钢股份(600282.XSHG),多,3300股,3300股,4.01,13233,1862,3.446,-,0,33,0股,16.37%,131886.49,10.03%
2019-02-28,股票,安阳钢铁(600569.XSHG),多,3700股,3700股,3.6,13320,2022,3.054,-,0,111,0股,17.9%,131886.49,10.1%
2019-02-28,股票,方大集团(000055.XSHE),多,2300股,2300股,6.26,14398,2714,5.08,-,0,92,0股,23.23%,131886.49,10.92%
2019-02-28,股票,广宇发展(000537.XSHE),多,1700股,1700股,8.74,14858,2958,7,-,0,68,0股,24.86%,131886.49,11.27%
2019-02-28,,Cash,,,,,1762.49,,,,,,,,0
2019-03-01,股票,深康佳A(000016.XSHE),多,3500股,3500股,4.32,15120,3756.67,3.247,-,0,210,0股,33.06%,133704.39,11.31%
2019-03-01,股票,华菱钢铁(000932.XSHE),多,1800股,1700股,7.88,14184,2981,6.224,-,0,262,100股,26.61%,133704.39,10.61%
2019-03-01,股票,新钢股份(600782.XSHG),多,2400股,2100股,6.11,14664,2060,5.252,-,0,204,300股,16.34%,133704.39,10.97%
2019-03-01,股票,韶钢松山(000717.XSHE),多,2500股,2400股,5.96,14900,3227,4.669,-,0,296,100股,27.64%,133704.39,11.14%
2019-03-01,股票,南钢股份(600282.XSHG),多,3600股,3300股,4.09,14724,2147,3.494,-,0,285,300股,17.07%,133704.39,11.01%
2019-03-01,股票,安阳钢铁(600569.XSHG),多,4000股,3700股,3.67,14680,2299,3.095,-,0,277,300股,18.57%,133704.39,10.98%
2019-03-01,股票,方大集团(000055.XSHE),多,2300股,2300股,6.38,14674,2990,5.08,-,0,276,0股,25.59%,133704.39,10.97%
2019-03-01,股票,光明地产(600708.XSHG),多,3400股,0股,4.19,14246,-102,4.22,-,0,-102,3400股,-0.71%,133704.39,10.65%
2019-03-01,股票,三钢闽光(002110.XSHE),多,800股,0股,16.86,13488,312,16.47,-,0,312,800股,2.37%,133704.39,10.09%
2019-03-01,,Cash,,,,,3024.39,,,,,,,,0
2019-03-04,股票,深康佳A(000016.XSHE),多,3500股,3500股,4.6,16100,4736.67,3.247,-,0,980,0股,41.68%,135971.39,11.84%
2019-03-04,股票,华菱钢铁(000932.XSHE),多,1800股,1800股,7.98,14364,3161,6.224,-,0,180,0股,28.22%,135971.39,10.56%
2019-03-04,股票,新钢股份(600782.XSHG),多,2400股,2400股,6.19,14856,2252,5.252,-,0,192,0股,17.87%,135971.39,10.93%
2019-03-04,股票,韶钢松山(000717.XSHE),多,2500股,2500股,6.05,15125,3452,4.669,-,0,225,0股,29.57%,135971.39,11.12%
2019-03-04,股票,南钢股份(600282.XSHG),多,3600股,3600股,4.16,14976,2399,3.494,-,0,252,0股,19.07%,135971.39,11.01%
